Frame;Pelvis x;Pelvis y;Pelvis z;L5 x;L5 y;L5 z;L3 x;L3 y;L3 z;T12 x;T12 y;T12 z;T8 x;T8 y;T8 z;Neck x;Neck y;Neck z;Head x;Head y;Head z;Right Shoulder x;Right Shoulder y;Right Shoulder z;Right Upper Arm x;Right Upper Arm y;Right Upper Arm z;Right Forearm x;Right Forearm y;Right Forearm z;Right Hand x;Right Hand y;Right Hand z;Left Shoulder x;Left Shoulder y;Left Shoulder z;Left Upper Arm x;Left Upper Arm y;Left Upper Arm z;Left Forearm x;Left Forearm y;Left Forearm z;Left Hand x;Left Hand y;Left Hand z;Right Upper Leg x;Right Upper Leg y;Right Upper Leg z;Right Lower Leg x;Right Lower Leg y;Right Lower Leg z;Right Foot x;Right Foot y;Right Foot z;Right Toe x;Right Toe y;Right Toe z;Left Upper Leg x;Left Upper Leg y;Left Upper Leg z;Left Lower Leg x;Left Lower Leg y;Left Lower Leg z;Left Foot x;Left Foot y;Left Foot z;Left Toe x;Left Toe y;Left Toe z
12;3,412051327;0,623581415;1,051607038;3,469318275;0,624976318;1,162944982;3,560295851;0,633981444;1,231381933;3,646366301;0,642864188;1,289594075;3,739749665;0,655272279;1,334057468;3,882675649;0,681807716;1,367835095;3,967302735;0,702828328;1,378668735;3,819873915;0,635638932;1,351492086;3,837804117;0,480228709;1,304979628;3,886734739;0,371740548;1,056277275;4,150957572;0,352396968;0,961223398;3,80357066;0,701600599;1,368654024;3,80804303;0,864421489;1,378966918;3,885366725;0,92549012;1,121463827;4,011059758;0,818570155;0,893445752;3,423718397;0,521424177;1,047554156;3,446894252;0,56989238;0,565275065;3,417890918;0,612889637;0,136175531;3,607876446;0,594689712;0,041815306;3,400681014;0,725746306;1,056306063;3,447167998;0,782306137;0,57661383;3,379057669;0,789980595;0,149874531;3,545623796;0,850092641;0,039966706
13;3,410988305;0,622759454;1,051558578;3,468370593;0,624080509;1,162838016;3,559451894;0,633009503;1,231146869;3,64562152;0,641823601;1,289222633;3,73909471;0,654150024;1,333519865;3,882117361;0,680523351;1,367014736;3,966781244;0,701457518;1,377727857;3,819183551;0,634400607;1,350854022;3,837142883;0,478995814;1,304334088;3,886213937;0,370766014;1,055546532;4,150426472;0,351461828;0,960455892;3,803007147;0,700412415;1,367944576;3,807410913;0,863245895;1,378088384;3,885484233;0,924906486;1,120953975;4,011349703;0,817832321;0,893103354;3,422628605;0,520602195;1,047436625;3,446503907;0,569735061;0,565257825;3,417897881;0,612984036;0,136156836;3,607896093;0,594656575;0,041846819;3,399645311;0,724923939;1,056326871;3,446080378;0,781497215;0,576631743;3,378933175;0,789987491;0,149755859;3,545614782;0,850086236;0,039964503
14;3,40986457;0,621863858;1,051517119;3,467370905;0,623099804;1,16273353;3,558555129;0,631957293;1,230914251;3,644819898;0,640715105;1,288857098;3,738376379;0,652978639;1,332995594;3,881485521;0,679220831;1,366222654;3,966183399;0,700078695;1,376815202;3,818435203;0,633134713;1,350232017;3,836442565;0,477736237;1,303709011;3,885701347;0,36979263;1,054833652;4,149915747;0,350528633;0,959739956;3,802371964;0,699197402;1,367234808;3,806683233;0,862047938;1,377149062;3,88562051;0,924379122;1,120439621;4,011690546;0,817090031;0,892802999;3,421456947;0,519704089;1,047322309;3,446142697;0,56960795;0,565261879;3,417937667;0,613098742;0,136158734;3,607930411;0,594612805;0,041868581;3,398570267;0,724030031;1,056358758;3,444948493;0,780666726;0,576666373;3,378821;0,790016836;0,149649431;3,545601071;0,850077364;0,0399546
15;3,408583025;0,620851388;1,051453878;3,466212776;0,621976262;1,162607526;3,557500261;0,630768932;1,230658329;3,643859604;0,639489442;1,28846573;3,73749586;0,651724833;1,332442469;3,880678402;0,677908252;1,365398232;3,965404507;0,698718032;1,37585853;3,817526641;0,631826355;1,349581076;3,835644383;0,47645279;1,303018353;3,885179674;0,368819293;1,054063597;4,149417064;0,34961651;0,959021796;3,801541091;0,697927164;1,366510981;3,805774681;0,860794811;1,376181494;3,88558247;0,923799465;1,11990496;4,011977353;0,816369668;0,892515437;3,420101633;0,518686394;1,047172444;3,44594001;0,569457789;0,565265448;3,418001493;0,613222977;0,136172707;3,60797623;0,594557211;0,041881784;3,397363605;0,723021573;1,056382412;3,443742501;0,779782503;0,576705361;3,378700611;0,790037957;0,149543271;3,545593737;0,8500717;0,039955377
16;3,407155697;0,619694394;1,051386679;3,464911386;0,620667512;1,162476246;3,556307931;0,629402833;1,230387816;3,642766592;0,638112541;1,288048106;3,736482648;0,650369877;1,331848227;3,879724138;0,676599386;1,364509382;3,964472364;0,697396972;1,3748131;3,816478564;0,630476481;1,348893134;3,834791035;0,475153622;1,302238102;3,884680711;0,367848859;1,053211872;4,148961655;0,348738826;0,958272941;3,800521919;0,696597625;1,365771649;3,804716136;0,85948162;1,375184391;3,885313095;0,923140817;1,119315901;4,01219266;0,815677602;0,892212557;3,418557539;0,517519129;1,046998264;3,446038693;0,569313019;0,565293701;3,418113076;0,61335988;0,136228714;3,608044463;0,594476693;0,041894014;3,396055031;0,721872863;1,056421744;3,442463606;0,778807642;0,57676784;3,378574165;0,790058078;0,149457561;3,545600717;0,850073198;0,039980091
17;3,405570559;0,618420526;1,051297699;3,463451554;0,619215925;1,162323448;3,554957497;0,627900584;1,230094;3,641514908;0,636618473;1,287604648;3,735307248;0,648932502;1,331225132;3,878594596;0,67528046;1,363588193;3,963359174;0,69609407;1,373723652;3,815270273;0,629084143;1,348176256;3,833839825;0,473830584;1,301392269;3,884172666;0,366878471;1,052302972;4,148518287;0,347882215;0,957521862;3,799307057;0,695212862;1,365018259;3,803476718;0,858113258;1,374159042;3,884869403;0,922429875;1,118706535;4,012353931;0,815007462;0,891922471;3,416829789;0,516232275;1,046788536;3,4462959;0,569145198;0,565321469;3,418248699;0,613506312;0,136296797;3,608124195;0,594384352;0,041897686;3,394614841;0,720609604;1,056452842;3,441110604;0,777779046;0,576834678;3,378439504;0,790069973;0,14937212;3,545614075;0,850077902;0,040015484
18;3,40369443;0,617069499;1,051104685;3,461681299;0,617690666;1,162076412;3,55328174;0,626331061;1,229724993;3,639924859;0,635060193;1,287104879;3,733782362;0,647435606;1,330567793;3,877103651;0,673918257;1,362670312;3,961876855;0,694771167;1,372652171;3,813737432;0,627631609;1,34740964;3,832603878;0,472462037;1,300466849;3,883542863;0,365898451;1,051335349;4,147984925;0,347025707;0,956800185;3,797750316;0,693756708;1,3642414;3,80187848;0,856671597;1,37314185;3,884229369;0,921638171;1,118163326;4,012408625;0,814366519;0,891700266;3,414831967;0,514872311;1,046470791;3,446412474;0,568815744;0,56525147;3,418328427;0,613642087;0,13627856;3,60817952;0,594318295;0,041871231;3,392861638;0,719265885;1,056384663;3,439650034;0,776775258;0,576836114;3,378269633;0,790021298;0,149214436;3,545621079;0,85007962;0,040040166
19;3,401466829;0,615673413;1,050760475;3,459527028;0,616109943;1,1616947;3,5511971;0,62470573;1,229254718;3,637904044;0,633442063;1,286537166;3,731808218;0,645878872;1,329881786;3,875144528;0,67251401;1,361790875;3,959913225;0,693445166;1,371646272;3,811802527;0,626107742;1,346582374;3,831018236;0,471041544;1,299441169;3,882740682;0,364889615;1,050294861;4,147323237;0,34618706;0,956120492;3,795765931;0,692210579;1,363450563;3,79981042;0,855135665;1,372195347;3,883385434;0,920747481;1,11778279;4,012306408;0,813778996;0,891596459;3,412513854;0,513474845;1,045981851;3,446396379;0,568226818;0,565014358;3,418317286;0,613756615;0,136115706;3,6081944;0,594296681;0,041788541;3,390723647;0,71787091;1,056186809;3,438072266;0,775860931;0,576751551;3,378053982;0,789891292;0,148961397;3,545617909;0,850075901;0,04004888
20;3,398948237;0,614200168;1,050312231;3,457062334;0,614455549;1,161218748;3,548787136;0,623013126;1,228709253;3,635544864;0,631759721;1,285913143;3,729484587;0,644262619;1,329161535;3,872824003;0,671066485;1,360914747;3,957580465;0,692099163;1,37065834;3,809543074;0,624523678;1,34570537;3,829147858;0,469575543;1,298335902;3,881816744;0,363871146;1,049195648;4,146571555;0,345348516;0,955470201;3,793439666;0,690593059;1,362636258;3,79738354;0,853526433;1,371257001;3,882345157;0,919776028;1,117468412;4,012097615;0,813220669;0,891560533;3,40992567;0,512004268;1,045384894;3,446239652;0,567476258;0,564679477;3,41825025;0,613860486;0,135866531;3,608184872;0,594301351;0,041675723;3,388272645;0,716395475;1,055889677;3,43638693;0,774971412;0,576601586;3,377803119;0,789700716;0,148636116;3,545608384;0,850069195;0,040046883
21;3,396186925;0,612593172;1,049819184;3,45435601;0,612742026;1,160697145;3,546135307;0,621287738;1,228114942;3,632944828;0,630053036;1,28523723;3,726923488;0,642610696;1,328384921;3,870276267;0,669538767;1,359972167;3,955027047;0,690644288;1,369607508;3,807027277;0,622895095;1,34479056;3,82700075;0,468061705;1,297199055;3,880810234;0,362890922;1,048078581;4,145742834;0,34443583;0,954843189;3,790882634;0,688943729;1,36176061;3,794752897;0,851888688;1,370175627;3,881109196;0,918750012;1,117017115;4,011880706;0,812626134;0,891496028;3,407131658;0,510400243;1,04479699;3,445619238;0,566718996;0,564357583;3,418152312;0,613965275;0,135607531;3,608163132;0,594315945;0,041589542;3,385542564;0,71478607;1,055493414;3,434589451;0,773991285;0,576378246;3,377521752;0,789459502;0,148235415;3,545591235;0,850060659;0,040028553
22;3,393233287;0,610825366;1,049270736;3,451459326;0,610991989;1,16011884;3,543294391;0,61956391;1,227457365;3,630159345;0,628355559;1,284491323;3,724184994;0,640941167;1,327528462;3,867572045;0,667906135;1,358928521;3,952329485;0,689034038;1,368456016;3,804294003;0,62123643;1,343822401;3,824571668;0,466505385;1,296026597;3,879701222;0,36195899;1,046931119;4,144818341;0,343385432;0,954246361;3,788157496;0,687287279;1,360792837;3,791961248;0,850250098;1,368899298;3,879618133;0,917650866;1,116328975;4,011675271;0,811954794;0,891359453;3,404200223;0,508634236;1,044247223;3,444278908;0,566039762;0,564062975;3,417995183;0,614086948;0,135330199;3,608119968;0,594345827;0,041562739;3,382566448;0,713016819;1,054947539;3,432724174;0,77292682;0,576037106;3,377173083;0,7891926;0,147723339;3,545564016;0,850047787;0,039991399
23;3,390036928;0,60892381;1,048677484;3,448321013;0,609182823;1,159494883;3,540211611;0,617807299;1,226750942;3,627133006;0,626633739;1,283693527;3,721209033;0,639235969;1,32661564;3,864640613;0,66619331;1,357818424;3,949411265;0,687314915;1,367241626;3,801304385;0,619533245;1,342816435;3,821865857;0,464901228;1,294822561;3,878509638;0,361065301;1,045765802;4,143816811;0,342260892;0,953672813;3,78520159;0,68559902;1,359763722;3,788965836;0,848582996;1,367479941;3,877931386;0,916497157;1,115503917;4,01146172;0,811247246;0,891194299;3,401062962;0,50673478;1,043706508;3,442474891;0,565353827;0,563781354;3,417807151;0,61420954;0,135043042;3,608064593;0,594385632;0,041562571;3,379311255;0,711113597;1,054302532;3,430746755;0,771771747;0,57562259;3,37679391;0,788875061;0,147135843;3,545529173;0,850033085;0,039937912
24;3,386494932;0,606913087;1,048130459;3,444856054;0,607261231;1,158907014;3,536812091;0,615949359;1,226065272;3,623797093;0,624826797;1,282902579;3,71792741;0,637464764;1,325694774;3,861403991;0,664437546;1,35667596;3,946191313;0,685537558;1,36599675;3,798010039;0,617757913;1,341831225;3,818907053;0,463230838;1,293647047;3,877334466;0,360227585;1,044661115;4,142807402;0,341178683;0,953095707;3,781938043;0,683844465;1,358727733;3,785793447;0,84684916;1,365922149;3,876227865;0,915370778;1,114638634;4,011279736;0,810559874;0,891034583;3,397578901;0,504727132;1,043204664;3,440652829;0,56456193;0,563580565;3,417698078;0,614296736;0,134848079;3,608036831;0,594402906;0,041547573;3,375711791;0,709100518;1,053709985;3,428519589;0,770391843;0,575260001;3,376499323;0,788441977;0,146577612;3,545492774;0,850025227;0,03986995
25;3,382566649;0,604746856;1,047691325;3,44104831;0,605163091;1,158403928;3,533100706;0,613940255;1,225418099;3,620175867;0,62290872;1,282102442;3,714377558;0,635639706;1,32470899;3,857899305;0,66272665;1,355378343;3,942702874;0,683815427;1,364577236;3,794455208;0,615944743;1,340802947;3,815787105;0,461530819;1,292450177;3,876209314;0,359466447;1,043549545;4,141825679;0,34015149;0,952457374;3,778381379;0,682044887;1,357643507;3,782481112;0,845071994;1,364155464;3,874597017;0,914425744;1,113715436;4,011163628;0,809940612;0,890879434;3,393699129;0,50256579;1,042785834;3,438979572;0,563574438;0,563514294;3,417707547;0,614318792;0,134814205;3,608052626;0,594365408;0,041538679;3,371735701;0,70693084;1,053247906;3,426101031;0,768680098;0,575030973;3,376557249;0,787844082;0,146107615;3,545596341;0,849938898;0,039726071
26;3,378292728;0,602471457;1,047298417;3,43691392;0,602952526;1,15793693;3,529072581;0,611829822;1,224791679;3,616245067;0,62090552;1,281309153;3,710522043;0,633748641;1,323715163;3,854089429;0,660972815;1,354048359;3,938912703;0,682035061;1,363127238;3,790595648;0,614059425;1,339795424;3,812414166;0,459764567;1,29128183;3,875100575;0,358761282;1,042498606;4,140836077;0,339166627;0,951815485;3,774517073;0,680179013;1,356552406;3,778991801;0,843228094;1,362250344;3,872949394;0,91350804;1,112752013;4,011079088;0,809341526;0,890729724;3,389472558;0,500296256;1,042405875;3,437288269;0,562480985;0,563528857;3,417795975;0,614305453;0,134872526;3,608096035;0,594305379;0,041514954;3,367415341;0,704651305;1,052838287;3,423432725;0,766743521;0,57485387;3,376699762;0,787130641;0,145666883;3,545698352;0,849859412;0,039567718
27;3,373692204;0,600250502;1,046857766;3,432416293;0,600768604;1,157441671;3,524638219;0,609699023;1,224202376;3,61186319;0,618834453;1,280629563;3,706180369;0,631724776;1,322932233;3,849785002;0,658949876;1,353088456;3,934639998;0,679906724;1,362111631;3,786250243;0,611971392;1,339058689;3,808536428;0,457803874;1,290351742;3,874006405;0,358067995;1,041789324;4,139801073;0,338302516;0,951316217;3,77022468;0,678148539;1,35563299;3,775241209;0,841209031;1,360422765;3,871195566;0,912237517;1,111898119;4,010962872;0,8086752;0,890622082;3,384904954;0,498080293;1,041962173;3,435524006;0,561451213;0,563531045;3,417954464;0,61430964;0,134918379;3,608159051;0,594287082;0,041372123;3,362782589;0,70242625;1,05239869;3,420202;0,764768924;0,574609091;3,376238182;0,786384545;0,145183193;3,545380308;0,850051386;0,039581073
28;3,368816442;0,598080933;1,046334645;3,427612542;0,598593355;1,15688058;3,519840593;0,607521199;1,223633932;3,607054478;0,616661653;1,280078323;3,701358961;0,629524124;1,322419323;3,84498267;0,65658839;1,35263595;3,929884237;0,677343613;1,361690366;3,781449194;0,609640256;1,338639005;3,804241958;0,455622507;1,289688195;3,873130185;0,357231322;1,041510107;4,138938646;0,337724921;0,951009575;3,765539158;0,675925695;1,354897344;3,771244518;0,838990341;1,358662226;3,869349185;0,910562675;1,111135674;4,010838079;0,807898947;0,890532387;3,380053554;0,495916437;1,04140012;3,433719735;0,560534216;0,563469924;3,418237959;0,614356287;0,134896653;3,608259024;0,594345008;0,040977608;3,357882941;0,700250027;1,051916042;3,415988452;0,762760263;0,574225723;3,375373742;0,78606841;0,144560079;3,544885694;0,851179442;0,039701869
29;3,363614077;0,595965806;1,045763782;3,422445553;0,596444748;1,156291227;3,514636729;0,605323008;1,223102606;3,60179469;0,614420985;1,279640783;3,696051394;0,627190671;1,322117311;3,839685788;0,653957799;1,352553524;3,924645941;0,674432532;1,361703493;3,776162299;0,607106406;1,338490108;3,799442689;0,453246698;1,289262908;3,872268535;0,356406528;1,041572548;4,138030816;0,337268078;0,950845555;3,760425548;0,673538251;1,354333383;3,766986545;0,836596488;1,356979228;3,867396599;0,908535014;1,110482759;4,010681611;0,807055453;0,890484761;3,374861122;0,493806151;1,040774323;3,431842504;0,5596809;0,563396428;3,418591516;0,614420461;0,134862459;3,608378605;0,594444666;0,040463987;3,352670902;0,698128284;1,051403417;3,411212485;0,760713583;0,573774679;3,373905209;0,785719619;0,143894007;3,543971027;0,852578957;0,039994374
30;3,357950042;0,594077905;1,045155393;3,416707386;0,594515768;1,155721978;3,508808205;0,603265386;1,222673536;3,595869599;0,612231301;1,279379842;3,690057901;0,624789594;1,322067776;3,833715059;0,651040266;1,352831677;3,918745879;0,67114415;1,362136036;3,770117844;0,604360448;1,338723249;3,793622625;0,450626935;1,28920078;3,870809472;0,35601531;1,041992448;4,136386117;0,336513118;0,950820321;3,754658538;0,670971208;1,354083398;3,76233744;0,833992432;1,355621249;3,865207408;0,905928882;1,11014337;4,01036093;0,806185363;0,890588198;3,369161706;0,491915585;1,040145991;3,42973854;0,558913631;0,563370158;3,418841405;0,614480278;0,134876472;3,608457743;0,59454685;0,040124729;3,34704186;0,696242301;1,050817599;3,406822638;0,75880382;0,57334909;3,370540199;0,784033206;0,14340215;3,541487351;0,852520676;0,040837579
